	author	title	text
187	Rétif	Paysan	"Elle [Fanchette] nous sert de modèle, lorsque nous avons besoin d'une belle figure de femme pour Elle [Fanchette] nous sert de modèle, lorsque nous avons besoin d'une belle figure de femme pour quelque portrait de prix ; et elle ira au salon, avec un tableau d'Alexandre recevant la mère et la femme de Darius ; Ursule est Statira. Ce qui me fait encore un vrai plaisir, c'est qu'elle est grandie depuis son accident : tu conçois de-là que le petit échec qu'ont reçu ses appas doit être à-peu-près réparé. {Faut-il avouer que j'ai été curieux de m'en assurer, un jour qu'elle prenait le bain dans sa chambre avec Mlle Fanchette ? J'ai profité de cette occasion, pour dessiner le nu, d'après deux objets aussi parfaits : ces deux esquisses sont charmantes ! car j'ai eu la même occasion, et plus belle encore le lendemain pour y retoucher. Je me promets de profiter souvent de la || manoeuvre adroite que j'emploie.} Ursule, parfaitement formée, a la mollesse et le nourri des contours ; c'est Vénus, ou la nature dans sa perfection ; Fanchette, plus délicate, est moins achevée ; c'est une grâce, c'est Hébé. (sujet de la trente-septième figure.)##Nous recevons Negret en ton absence ; ##--##Reprise du motif pictural de ""Suzanne et les vieillards"".##Curieux mélange de description de tableaux et description des modèlesLe texte entre crochets remplace en 1782 la parenthèse de 1775: [Edmond dit ici qu'il a profité d'une circonstance singuliere, pour dessiner le nud, d'après deux beautés parfaites, et il continue.] "
211	Rétif	Paysan	Je suis charmé des propositions de mariage pour Brigitte, notre chere aînée. C'est un excellent sujet pour le ménage, et le portrait de notre bonne mère pour le caractere, comme Ursule l'est pour la figure. 
219	Rétif	Paysan	
241	Rétif	Paysan	Dis-moi, la jolie Baron l'aînée, et sa fidèle compagne Eglé Corhaux, sont endoctrinées par toi sans doute ? Tudieu ! quelles commères ! quelle force d'esprit ! quel dégagement des préjugés ! Mais c'est charmant ! Je n'avais pas encore l'idée de cet agrément-là : une femme esprit-fort a pour moi toute la fleur de la nouveauté. Je ne m'y fais pas ; je suis toujours plus enchanté. C'est d'ailleurs une vivacité, une étourderie ; et puis du sentiment, un ton affectueux, séduisant. Quelles aimables friponnes ! Le plaisir est leur but, elles l'affichent ; leur gloire, d'exciter les desirs ; et le premier devoir qu'elles s'imposent, c'est de les couronner. Telles ces anciennes gauloises, sans frein au milieu de leurs forêts, après s'être repues de gland et de gibier, recevaient sur un lit de mousse le premier blondin qui leur plaisait. Honneur, vertu, pudeur, grands mots du dictionnaire des prudes ; qui, selon elles, ne signifient rien, ou n'expriment que des platitudes ; et la preuve, c'est que chaque homme feint de les respecter relativement aux autres, et de les détruire le plutôt qu'il peut dans le coeur de toute femme relativement à lui-même. Mais l'amour, le plaisir, voilà les arbitres du sort de l'aimable Madelon Baron, et les dieux de l'univers. Philosophe, déiste, matérialiste, athée (car je l'ai vue tout cela en moins d'une heure) ; jugeant de la religion par ses abus, et par conséquent la jugeant mal ; des || devoirs de son sexe par la conduite des femmes, et ne rencontrant pas mieux, elle ne voit clair que sur notre compte : elle pense en vérité des hommes tout le mal qu'ils méritent ; et pourtant, vois-tu, tout en convenant qu'elle les aime à la folie. Pour moi, s'il faut te parler bonnement, je ne l'estime guère, et je ne saurais passer un jour sans la voir. 
248	Rétif	Paysan	Mme Parangon venait de nous quitter, pour aller recevoir sa tante Canon, qui nous amenait Ursule, lorsque M. Loiseau m'a appelé. Tandis qu'il me parlait, j'ai vu || M. Parangon se glisser après ma femme, qui allait au jardin. Un mouvement jaloux et très violent m'a fait les suivre. Ma femme allait fort vite, du côté d'un berceau ; mais elle n'apercevait pas le mari de sa cousine. J'ai pris une autre route, et je l'ai devancée ; de sorte que j'ai eu le temps de me cacher dans les feuillages. Ma femme, en entrant, s'est assise ; elle a levé les yeux au ciel, et des larmes ont coulé le long de ses joues. Au bout d'un moment, elles ont cessé ; son teint s'est animé et la sérénité a brillé sur son visage : elle a tiré de sa poche une boîte, que j'ai reconnue pour un présent qui vient de moi : elle a baisé plusieurs fois, un portrait, qui n'y était pas, lorsque je l'ai donnée ; et ce portrait... c'était le mien : Manon le regardait avec une langueur aimable, plus éloquente que les discours les plus passionnés. J'étais hors de moi ; j'allais entrer, et lui faire les caresses qu'un portrait ne pouvait lui rendre, lorsque M. Parangon a paru. En le voyant, Manon a jetté un cri de surprise et d'effroi. -- Ne craignez rien, ma belle cousine, a dit l'infidèle mari de la plus méritante des femmes ; je ne viens que me plaindre de vous. [...] || [...] || Je crois qu'il allait entreprendre de lui fermer la bouche ; mais le bruit que j'ai fait en quittant ma retraite, l'a si fort effrayé, qu'il a fui. En arrivant auprès de mon épouse, qui fondait en larmes, je ne l'ai plus trouvé. Ma vue a redoublé sa douleur : et voyant à mes yeux égarés, que j'allais la quitter, elle est tombée à mes genoux, qu'elle a étroitement embrassés. -- Je suis innocente, me disait-elle, mon cher mari. Croyez que je le suis. -- Je l'ai relevée en l'embrassant. -- Me croyez-vous, -- a-t-elle dit, en levant avec crainte sur moi ses yeux chargés de larmes ? -- J'ai tout entendu, ma chère âme (ai-je répondu) : j'étais ici avant vous. Je sais tout ; votre cousin est un monstre ; et si mon respect pour une femme... à qui nous devons tant de reconnoissance, ne me retenait encore... contentons-nous de ne jamais vous offrir à ses regards... Manon, ce jour est le plus heureux de ma vie ; il te rend digne de tout mon attachement. -- J'achevais à peine ces mots, que j'ai vu tout près de nous Mme Parangon et ma soeur. J'ai fait signe à Manon de s'éloigner avec Ursule, et je n'ai pas différé d'instruire ma cousine de ce qui venait d'arriver. Elle a paru peu sensible à l'infidélité de son mari ; mais la résistance noble et courageuse de Manon l'a satisfaite. Et c'était précisément là ce que j'avais prétendu.##
288	Rétif	Paysan	Mme Parangon Mme Parangon vient d'arriver de Paris. C'est une brune claire, dont le tour de visage est parfait ; elle a les yeux d'une douceur à laquelle on ne saurait se refuser ; la bouche un peu grande, mais appétissante comme on n'en vit jamais ; les dents blanches, petites et serrées ; la taille au-dessus de la médiocre, libre, bien dégagée, voluptueuse. Mais ce portrait n'est qu'une esquisse ; il faut la voir, pour sentir ce que tout cela vaut. Il n'est chose en elle qui n'ait un charme particulier : sa jambe est fine, et faite d'une façon qui remue le coeur ; son pied est si joli, si petit, si agréable à voir, qu'il n'y a rien de tel ; son sein a une forme, une blancheur, un mouvement que je n'ai vus qu'à Mlle Manon, et plus parfaits encore ; sa main douce, potelée, et son bras arrondi sont blancs comme sa gorge : et tout cela en elle est mille fois plus joli que dans les autrs femmes. Ce qui m'a charmé par-dessus tout, c'est son sourire ; c'est qu'il réunit ce que j'ai vu d'enchanteur dans celui de notre Ursule, qui l'a comme tu sais, et dans celui de Fanchon Berthier, qui l'a si joli ! ##Elle a demandé à nous voir tous les uns après les autres.
294	Rétif	Paysan	Vous allez la voir ; c'est une femme charmante, respectable, quoique dans la premiere jeunesse ; vertueuse sans affectation, cachant, sous l'apparence de l'enjouement, les chagrins... qui dévorent son coeur ; si bonne, qu'on ne saurait la connoître sans l'adorer ; si tendre, qu'elle paraît l'amitié personnifiée... c'est ma meilleure amie, je vous assure. (O mon Pierre, si ce portrait n'est pas flatté, quel bonheur pour moi de demeurer || dans une maison gouvernée par une si digne femme ! Et puis, si c'est sa meilleure amie, ce n'était donc pas elle ... tu sais bien ?) 
303	Rétif	Paysan	Je viens de recevoir le portrait. Je trouve que vous avez embelli la petite personne, et que vous l'avez peinte précisément comme elle croit être : c'est une nouvelle marque de votre talent supérieur ; vous voyez par l'air que l'on prend, la physionomie que l'on veut avoir. 
327	Tiphaigne	Giphantie	A Babylone, la démangeaison de se singulariser est comme une maladie épidémique. On sait assez en quoi les Babyloniens se ressemblent ; mais on ne finirait d'un siècle, si l'on voulait dire en quoi ils diffèrent. Chacun se distingue par quelque trait singulier. De là vient la mode des portraits et la facilité d'en faire. Faites-les d'imagination : vous êtes sur qu'ils trouveront leur ressemblance ; faites-les d'après la nature, jamais vous ne manquerez d'originaux. Il en est pour la chaire, à l'usage des orateurs qui manquent d'onction ; il en est pour le théâtre, à l'usage des poètes qui manquent de génie ; il en est pour les écrits de tout genre, à l'usage des auteurs qui manquent d'idées. 
507	Leprince	Clarice	Vous dire que les Dames Françoises // portent un masque, c'est-à-dire, que le rouge défigure les plus beaux visages ; vous assurer que les hommes tiennent de la nature des papillons, qu'ils sont plus frivoles que nos coquettes d'Angleterre ; ce seroit rebattre ce que mille autres avant moi ont écrit. Ajouter que parmi ces hommes frivoles &amp; ces femmes barbouillés, on découvre des traits de lumière &amp; de bon sens qui feroient honneur à nos philosophes, c'est ajouter quelque chose au portrait qu'on en fait assez communément. Finir par vous assurer que la sagesse &amp; la vertu se plient à ces travers ; qu'il y a nombre de gens qui par principes s'asservissent à l'ettiquette des frivolités, c'est ce que vous aurez peine à comprendre : je dirai même que c'est au milieu de ces papillons qu'on trouve les gens du premier mérite, pourvu qu'on les cherche à certaines heures. Ceci a besoin d'explication.##Il y a dans Paris différentes côteries où l'on est assorti. ... 
527	Bellin	Nuit	"En disant ces mots, il se tourna enfin vers une fenêtre qui était en face de la porte par laquelle il était entré, et il aperçut une femme assise. ""Elle tenait encore son luth, mais n'en tirait plus de son, et paraissait insensible à tout ce qui l'entourait1"". Elle était vêtue comme celle du portrait, comme celle que M. Dabaud avait aperçue ; seulement, un long voile blanc tombait jusque sur son sein.##-- Oui, dit M. Dabaud en lui-même, voilà bien ""sa robe flottante, sa taille svelte ; sa beauté est adoucie, mais non entièrement voilée par l'étoffe transparente qui couvre son visage2"", il ne me reste plus qu'à lui parler. "
532	Bellin	Nuit	"portrait de Lancelot. Une petite trace verte qu'il vit sur la bordure dorée qui lui servait d'encadrement la lui fit observer avec plus d'attention. Il s'aperçut alors que dans trois endroits de ce cadre se trouvait une charnière en cuivre doré et ouvragé comme la bordure... Après de longues perquisitions, il trouva || enfin une vis au milieu d'une petite rosace en cuivre ; il essaya de la tourner avec une pièce de monnaie ; elle céda bientôt à ses efforts, la rosace se détacha, le tableau roula sur ses gonds, et laissa voir une petite porte fermée par deux verrous1"". ##-- C'est bon, dit M. Dabaud en refermant le tableau, voilà tout ce que j'en veux savoir ; [...]."
534	Bellin	Nuit	"Comme il était plongé dans sa méditation, il entendit encore un dérangement dans la chambre, et portant ses yeux vers le lit, il aperçut une jeune personne qui ""à la blancheur d'une peau satinée, joignait cette coupe de figure enchanteresse dont le pinceau de Raphae:l a embelli l'image des créatures célestes. Ses beaux cheveux bouclés par la nature, ses yeux bleus où se peignait la douce sensibilité de son âme, ses grandes paupières qu'abaissaient timidement la candeur et la modestie, son front découvert qui servait de trône à la candeur, enfin son sourir angélique, en faisaient une de ces beautés idéales jusqu'à ce jour, et que les esprits exaltés ont placées dans les régions imaginaires1. Son corsage avait la légèreté aérienne des nymphes. Quand elle souriait, elle eût pu servir de modèle pour peindre la jeune soeur d'Hébé2"". M. Dabaud ""la vit se lever d'un petit autel où elle venait de faire sa prière ; la ferveur de la dévotion était peinte sur ses traits lorsqu'elle leva les yeux et les porta au ciel avec une expression pathétique. Ses beaux cheveux étaient négligemment serrés dans un réseau de soie, et plusieurs tresses qui s'étaient échappées venaient de tomber sur son cou et autour de son visage, qu'un voile ne couvrait point alors ; la draperie légère de ses habits, son air, son attitude la rendaient telle qu'on nous représente les nymphes de la Grèce3"". ##Reconnaissant la figure du portrait, ne doutant pas que ce fût celle dont la voix l'avait charmé, M. Dabaud se leva et voulut aller vers elle."
544	Bellin	Nuit	"-- Je crois, ajouta M. Dabaud quand il fut seul, que maintenant je puis bien passer dans un autre appartement, car j'ai eu assez d'aventures dans celui-ci.##En disant ces mots, il s'avança vers une porte qui était ouverte vis-à-vis de lui. //// [nouveau chapitre]Après avoir soulevé la portière, M. Dabaud se trouva dans un appartement ""spacieux et fort élevé ; les fenêtres gothiques en étaient hautes, et son air lugubre n'était pas propre à dédommager M. Dabaud de la portion écartée où il se trouvait1. Il était décoré de deux grands portraits en pied ; l'un représentait Lancelot du Lac, armé de toutes pièces, et l'autre la belle Geneviève, femme d'Arthur, roi d'Angleterre, et fondateur de la table ronde2"". La vue de ces tableaux fit naître au moins autant de réflexions à M. Dabaud qu'elle en avait inspiré à Sir Charles, mais il se rappela bien vite que ce n'était pas uniquement pour réfléchir qu'il était dans la tour du Sud-Ouest. Il jeta d'abord les yeux sur les meubles qui l'entouraient, et, voyant leur magnificence et l'abandon dans lequel il paraissait qu'on les avait laissés, il ne put s'empêcher de dire en soupirant : ##-- Il est singulier... "
547	Bellin	Nuit	"Cette vue n'avait rien de flatteur pour lui, et il se serait éloigné s'il n'eût été retenu par un tableau placé au-dessous des autres. Il représentait une jeune personne charmante. ""Des boucles de cheveux bruns jouaient négligeamment sur son front découvert ; son nez était presque aquilin. Ses lèvres souriaient, mais c'était avec une mélancolie ; ses yeux bleus se levaient au ciel avec une langueur aimable, et l'espèce de nuage répandu sur toute sa physionomie semblait exprimer la plus vive sensibilité3"". ##-- Diable, dit M. Dabaud qui avait bonne mémoire, qu'est-ce que peut faire ici le portrait de la marquise de Villeroi ? Mais non, ajouta-t-il en l'examinant de plus // près, cette jolie personne tient sur son coeur un médaillon qui, autant que j'y puis voir, ne ressemble pas mal à mon pendard de fils. Je voudrais bien savoir qui est-ce qui a pu placer le portrait du citoyen Dabaud fils dans la tour du Sud-Ouest ; c'est ce qu'il faut éclaircir sur-le-champ.##Le tableau était peu élevé ; en regardant autour de lui, M. Dabaud découvrit dans un coin la seule chaise qui se trouvât dans toute la salle, il courut la chercher pour monter dessus ; mais, quelle fut sa surprise, lorsqu'en revenant à la place qu'il avait occupée d'abord, il retrouva bien la même jeune personne, mais ce n'était plus la même peinture. Au lieu de ce visage si frais et si vermeil qui l'avait séduit, il n'avait plus sous les yeux qu'une figure pâle et inondée de larmes. Ces beaux cheveux dont il avait admiré l'élégante distribution retombaient en désordre sur une robe simple et modeste qui remplaçait la parure recherchée dont il avait été frappé. L'accent du visage était changé ; il ne respirait plus que la tristesse et le malheur, mais il conservait encore le carctère inaltérable de douceur et de bonté qui le distinguait. On ne pouvait regarder la jeune personne sans être attedri, elle pressait toujours contre son coeur le même médaillon ; et ses beaux yeux, baignés de pleurs, fixaient le ciel avec une expression angélique.##-- Pardi, s'écria M. Dabaud avec surprise, celui-là est nouveau ; personne ne s'était encore avisé de montrer la lanterne magique dans aucune tour ni de l'Est ni de l'Ouest, et ce bon père avait bien raison, quoiqu'il fût moine, de me dire que la tour du Sud-Ouest valait à elle seule toutes les autres."
548	Bellin	Nuit	"M. Dabaud fit la grimace et examina ""d'autres portraits couverts, comme celui-là, de poussière et de toiles d'araignées2"". Parmi ces derniers il reconnut celui du président qui était peint en grande robe de palais, et plusieurs autres parents du chevalier sous divers costumes singuliers. Cette vue n'avait rien de flatteur pour lui [...]. "
549	Bellin	Nuit	"[...] aussi commença-t-il à considérer plus attentivement qu'il ne l'avait fait d'abord l'endroit [...] aussi commença-t-il à considérer plus attentivement qu'il ne l'avait fait d'abord l'endroit où il se trouvait. ##-- Cette salle est inutile, se dit-il, si elle ne renfermait pas autre chose que ce que je vois ; et il n'y a rien d'inutile dans la tour du Sud-Ouest. ##Il eut bientôt lieu de sentir combien sa remarque était judicieuse, car il aperçut dans un coin ""de grands tableaux presque effacés. Un seul avait un peu plus résisté aux ravages du temps. C'était un portrait en pied qui représentait un homme vêtu à la française, d'une taille ordinaire et d'une figure agréable. L'accablement de la douleur se peignait sur son visage et dans son attitude : il s'appuyait sur un mausolée1"". On se doute que c'était le chevalier de Germeuil. "
604	Bellin	Nuit	 M. Dabaud était en train de s'entretenir de romans, quand son fils entra ; il ne crut pas changer de conversation en lui parlant de ses amours. ##-- Citoyen mon fils, lui dit-il d'un ton grave, vous voilà dans l'âge de donner des républicains à la République, et il est temps que vous songiez à jouir de tous les droits de l'homme. ##-- Vous savez bien, mon père, que je ne demande pas mieux, et que depuis longtemps mon coeur s'est donné.##-- Mon ami, c'est encore une de ces phrases que j'aie lues si souvent que je ne peux plus les supporter ; enfin, voyons, qui est-ce qui a reçu ce beau présent ?##-- Mon père, une jeune personne charmante, qui joint à de grands yeux bleus le plus aimable sourire et la... ##-- Eh ! mon ami, mon ami ! voulez-vous me vieillir de vingt ans ? Le portrait de votre héroi:ne !... Comment s'appelle-t-elle ?##-- Ursule. //##-- Ursule ! passe encore ; le nom n'est pas trop commun. De qui est-elle fille ?##-- Mon père, elle descent d'une de ces familles qui dans les temps les plus reculés de la ci-devant monarchie...##-- Citoyen mon fils, grâce, grâce de sa généalogie ! On dirait vraiment que vous savez par coeur les romans qui sont dans ma bibliothèque. ##[=2058-Diderot (1778-80) Jacques=]
